S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
9866,08/10/2020,Punjab,120860,11563,105585,3712
9867,09/10/2020,Punjab,121716,10775,107200,3741
9868,10/10/2020,Punjab,122459,10153,108533,3773
9869,11/10/2020,Punjab,123317,9752,109767,3798
9870,12/10/2020,Punjab,123973,9275,110865,3833
9871,13/10/2020,Punjab,124535,8576,112099,3860
9872,14/10/2020,Punjab,125211,8212,113105,3894
9873,15/10/2020,Punjab,125760,7760,114075,3925
9874,16/10/2020,Punjab,126230,7090,115186,3954
9875,17/10/2020,Punjab,126737,6592,116165,3980
9876,18/10/2020,Punjab,127154,6230,116925,3999
9877,19/10/2020,Punjab,127630,5735,117883,4012
9878,20/10/2020,Punjab,128103,5307,118767,4029
9879,21/10/2020,Punjab,128590,4895,119658,4037
9880,22/10/2020,Punjab,129088,4808,120220,4060
9881,23/10/2020,Punjab,129693,4466,121155,4072
9882,24/10/2020,Punjab,130157,4327,121735,4095
9883,25/10/2020,Punjab,130640,4277,122256,4107
9884,26/10/2020,Punjab,131055,4217,122721,4117
9885,27/10/2020,Punjab,131391,4219,123047,4125
9886,28/10/2020,Punjab,131737,4089,123510,4138
9887,29/10/2020,Punjab,132263,4239,123866,4158
9888,30/10/2020,Punjab,132727,4266,124293,4168
9889,31/10/2020,Punjab,133158,4101,124870,4187
9890,01/11/2020,Punjab,133658,4257,125198,4203
9891,02/11/2020,Punjab,133975,4195,125566,4214
9892,03/11/2020,Punjab,134371,4183,125961,4227
9893,04/11/2020,Punjab,134786,4226,126315,4245
9894,05/11/2020,Punjab,135313,4471,126583,4259
9895,06/11/2020,Punjab,135834,4621,126932,4281
9896,07/11/2020,Punjab,136481,4882,127304,4295
9897,08/11/2020,Punjab,136958,4827,127821,4310
9898,09/11/2020,Punjab,137445,4910,128217,4318
9899,10/11/2020,Punjab,137999,4934,128727,4338
9900,11/11/2020,Punjab,138485,5038,129089,4358
9901,12/11/2020,Punjab,139184,5246,129549,4389
9902,13/11/2020,Punjab,139869,5439,130018,4412
9903,14/11/2020,Punjab,140605,5771,130406,4428
9904,15/11/2020,Punjab,140605,5771,130406,4428
9905,16/11/2020,Punjab,141658,5769,131431,4458
9906,17/11/2020,Punjab,142082,5601,132001,4480
9907,18/11/2020,Punjab,142597,5821,132266,4510
9908,19/11/2020,Punjab,143395,5937,132917,4541
9909,20/11/2020,Punjab,144177,6194,133427,4556
9910,21/11/2020,Punjab,144995,6504,133919,4572
9911,22/11/2020,Punjab,145667,6561,134511,4595
9912,23/11/2020,Punjab,146346,6724,135008,4614
9913,24/11/2020,Punjab,147057,6687,135739,4631
9914,25/11/2020,Punjab,147665,6834,136178,4653
9915,26/11/2020,Punjab,148435,7129,136622,4684
9916,27/11/2020,Punjab,149278,7479,137089,4710
9917,28/11/2020,Punjab,150086,7719,137630,4737
9918,29/11/2020,Punjab,150805,7834,138206,4765
9919,30/11/2020,Punjab,151538,7888,138870,4780
9920,01/12/2020,Punjab,152091,7842,139442,4807
9921,02/12/2020,Punjab,152709,7634,140254,4821
9922,03/12/2020,Punjab,153308,7694,140772,4842
9923,04/12/2020,Punjab,154064,7724,141478,4862
9924,05/12/2020,Punjab,154788,7785,142121,4882
9925,06/12/2020,Punjab,155424,7727,142791,4906
9926,07/12/2020,Punjab,156226,7896,143414,4916
9927,08/12/2020,Punjab,156839,7604,144301,4934
9928,09/12/2020,Punjab,157331,7274,145093,4964
9929,10/12/2020,Punjab,157928,7325,145623,4980
9930,11/12/2020,Punjab,158556,7423,146126,5007
9931,12/12/2020,Punjab,159099,7286,146777,5036
9932,13/12/2020,Punjab,159579,7091,147431,5057
9933,14/12/2020,Punjab,160200,7076,148047,5077
9934,15/12/2020,Punjab,160659,6881,148680,5098
9935,17/12/2020,Punjab,161383,6241,150007,5135
9936,18/12/2020,Punjab,161831,6045,150636,5150
9937,19/12/2020,Punjab,162270,5981,151119,5170
9938,20/12/2020,Punjab,162705,5837,151679,5189
9939,21/12/2020,Punjab,163042,5618,152223,5201
9940,22/12/2020,Punjab,163378,5408,152758,5212
9941,23/12/2020,Punjab,163665,5053,153382,5230
9942,24/12/2020,Punjab,164145,4938,153964,5243
9943,25/12/2020,Punjab,164505,4812,154433,5260
9944,26/12/2020,Punjab,164821,4707,154845,5269
9945,27/12/2020,Punjab,165126,4436,155409,5281
9946,28/12/2020,Punjab,165405,4214,155892,5299
9947,29/12/2020,Punjab,165668,4014,156342,5312
9948,30/12/2020,Punjab,165878,3837,156719,5322
9949,31/12/2020,Punjab,166239,3865,157043,5331
9950,03/01/2021,Punjab,167012,3429,158219,5364
9951,04/01/2021,Punjab,167219,3361,158482,5376
9952,05/01/2021,Punjab,167441,3069,158972,5400
9953,06/01/2021,Punjab,167652,2983,159265,5404
9954,07/01/2021,Punjab,167910,2998,159500,5412
9955,08/01/2021,Punjab,168187,2975,159790,5422
9956,09/01/2021,Punjab,168486,3007,160042,5437
9957,10/01/2021,Punjab,168734,2952,160343,5439
9958,11/01/2021,Punjab,169033,2933,160655,5445
9959,12/01/2021,Punjab,169225,2858,160920,5447
9960,13/01/2021,Punjab,169479,2788,161235,5456
9961,14/01/2021,Punjab,169737,2817,161457,5463
9962,15/01/2021,Punjab,169950,2767,161710,5473
9963,16/01/2021,Punjab,170191,2739,161967,5485
9964,17/01/2021,Punjab,170366,2578,162289,5499
9965,18/01/2021,Punjab,170605,2617,162484,5504
9966,19/01/2021,Punjab,170729,2458,162762,5509
9967,20/01/2021,Punjab,170937,2412,163009,5516
9968,21/01/2021,Punjab,171136,2405,163211,5520
9969,22/01/2021,Punjab,171316,2343,163438,5535
9970,23/01/2021,Punjab,171522,2324,163655,5543
9971,24/01/2021,Punjab,171733,2293,163887,5553
9972,25/01/2021,Punjab,171930,2256,164119,5555
9973,27/01/2021,Punjab,172218,2106,164541,5571
9974,28/01/2021,Punjab,172406,2080,164745,5581
9975,29/01/2021,Punjab,172606,2079,164937,5590
9976,30/01/2021,Punjab,172860,2114,165145,5601
9977,31/01/2021,Punjab,173084,2184,165291,5609
9978,01/02/2021,Punjab,173276,2128,165533,5615
9979,02/02/2021,Punjab,173470,2101,165753,5616
9980,03/02/2021,Punjab,173674,2122,165924,5628
9981,04/02/2021,Punjab,173861,2130,166103,5628
9982,05/02/2021,Punjab,174057,2159,166263,5635
9983,06/02/2021,Punjab,174256,2144,166477,5635
9984,07/02/2021,Punjab,174439,2156,166643,5640
9985,08/02/2021,Punjab,174646,2176,166828,5642
9986,09/02/2021,Punjab,174838,2112,167073,5653
9987,10/02/2021,Punjab,175023,2077,167285,5661
9988,11/02/2021,Punjab,175252,2112,167465,5675
9989,12/02/2021,Punjab,175558,2224,167652,5682
9990,13/02/2021,Punjab,175804,2300,167814,5690
9991,14/02/2021,Punjab,176064,2335,168035,5694
9992,15/02/2021,Punjab,176296,2360,168239,5697
9993,16/02/2021,Punjab,176520,2357,168456,5707
9994,17/02/2021,Punjab,176767,2401,168654,5712
9995,18/02/2021,Punjab,177101,2546,168833,5722
9996,19/02/2021,Punjab,177376,2642,169002,5732
9997,20/02/2021,Punjab,177759,2803,169216,5740
9998,21/02/2021,Punjab,178111,2883,169480,5748
9999,22/02/2021,Punjab,178459,3019,169686,5754
10000,23/02/2021,Punjab,178847,3167,169911,5769
10001,24/02/2021,Punjab,179261,3295,170187,5779
10002,25/02/2021,Punjab,179819,3598,170435,5786
10003,26/02/2021,Punjab,180382,3870,170713,5799
10004,27/02/2021,Punjab,181004,4222,170968,5814
10005,01/03/2021,Punjab,182176,4632,171712,5832
10006,02/03/2021,Punjab,182809,4853,172106,5850
10007,03/03/2021,Punjab,183538,5198,172480,5860
10008,04/03/2021,Punjab,184310,5593,172845,5872
10009,06/03/2021,Punjab,186189,6661,173630,5898
10010,07/03/2021,Punjab,187348,7164,174274,5910
10011,08/03/2021,Punjab,188391,7497,174967,5927
10012,09/03/2021,Punjab,189620,8020,175659,5941
10013,10/03/2021,Punjab,190647,8522,176164,5961
10014,11/03/2021,Punjab,192040,9402,176660,5978
10015,13/03/2021,Punjab,194753,10452,178271,6030
10016,14/03/2021,Punjab,196263,10916,179295,6052
10017,15/03/2021,Punjab,197755,11550,180133,6072
10018,12/03/2020,Rajasthan,3,3,0,0
10019,13/03/2020,Rajasthan,3,3,0,0
10020,14/03/2020,Rajasthan,3,2,1,0
10021,15/03/2020,Rajasthan,4,4,0,0
10022,16/03/2020,Rajasthan,4,1,3,0
10023,17/03/2020,Rajasthan,4,1,3,0
10024,18/03/2020,Rajasthan,4,1,3,0
10025,19/03/2020,Rajasthan,7,4,3,0
10026,20/03/2020,Rajasthan,7,4,3,0
10027,21/03/2020,Rajasthan,17,14,3,0
10028,22/03/2020,Rajasthan,24,21,3,0
10029,23/03/2020,Rajasthan,28,25,3,0
10030,24/03/2020,Rajasthan,33,30,3,0
10031,25/03/2020,Rajasthan,32,29,3,0
10032,26/03/2020,Rajasthan,38,35,3,0
10033,27/03/2020,Rajasthan,41,38,3,0
10034,28/03/2020,Rajasthan,54,51,3,0
10035,29/03/2020,Rajasthan,54,51,3,0
10036,30/03/2020,Rajasthan,57,54,3,0
10037,31/03/2020,Rajasthan,74,71,3,0
10038,01/04/2020,Rajasthan,93,90,3,0
10039,02/04/2020,Rajasthan,108,105,3,0
10040,03/04/2020,Rajasthan,133,130,3,0
10041,04/04/2020,Rajasthan,179,176,3,0
10042,05/04/2020,Rajasthan,200,179,21,0
10043,06/04/2020,Rajasthan,253,232,21,0
10044,07/04/2020,Rajasthan,288,264,21,3
10045,08/04/2020,Rajasthan,328,304,21,3
10046,09/04/2020,Rajasthan,381,357,21,3
10047,10/04/2020,Rajasthan,463,439,21,3
10048,11/04/2020,Rajasthan,553,529,21,3
10049,12/04/2020,Rajasthan,700,676,21,3
10050,13/04/2020,Rajasthan,772,748,21,3
10051,14/04/2020,Rajasthan,873,849,21,3
10052,15/04/2020,Rajasthan,969,819,147,3
10053,16/04/2020,Rajasthan,1023,873,147,3
10054,17/04/2020,Rajasthan,1131,964,164,3
10055,18/04/2020,Rajasthan,1229,1035,183,11
10056,19/04/2020,Rajasthan,1351,1157,183,11
10057,20/04/2020,Rajasthan,1478,1281,183,14
10058,21/04/2020,Rajasthan,1576,1346,205,25
10059,22/04/2020,Rajasthan,1659,1404,230,25
10060,23/04/2020,Rajasthan,1890,1633,230,27
10061,24/04/2020,Rajasthan,1964,1707,230,27
10062,25/04/2020,Rajasthan,2034,1777,230,27
10063,26/04/2020,Rajasthan,2083,1557,493,33
10064,27/04/2020,Rajasthan,2185,1634,518,33
10065,28/04/2020,Rajasthan,2262,1547,669,46
10066,29/04/2020,Rajasthan,2364,1545,768,51
10067,30/04/2020,Rajasthan,2438,1619,768,51
10068,01/05/2020,Rajasthan,2584,1690,836,58
10069,02/05/2020,Rajasthan,2666,1488,1116,62
10070,03/05/2020,Rajasthan,2770,1584,1121,65
10071,04/05/2020,Rajasthan,2886,1459,1356,71
10072,05/05/2020,Rajasthan,3061,1590,1394,77
10073,06/05/2020,Rajasthan,3158,1544,1525,89
10074,07/05/2020,Rajasthan,3317,1629,1596,92
10075,08/05/2020,Rajasthan,3427,1734,1596,97
10076,09/05/2020,Rajasthan,3579,1562,1916,101
10077,10/05/2020,Rajasthan,3708,1576,2026,106
10078,11/05/2020,Rajasthan,3814,1531,2176,107
10079,12/05/2020,Rajasthan,3988,1611,2264,113
10080,13/05/2020,Rajasthan,4126,1631,2378,117
10081,14/05/2020,Rajasthan,4328,1748,2459,121
10082,15/05/2020,Rajasthan,4534,1829,2580,125
10083,16/05/2020,Rajasthan,4727,1925,2677,125
10084,17/05/2020,Rajasthan,4960,1995,2839,126
10085,18/05/2020,Rajasthan,5202,2079,2992,131
10086,19/05/2020,Rajasthan,5507,2151,3218,138
10087,20/05/2020,Rajasthan,5845,2365,3337,143
10088,21/05/2020,Rajasthan,6015,2464,3404,147
10089,22/05/2020,Rajasthan,6227,2591,3485,151
10090,23/05/2020,Rajasthan,6494,2661,3680,153
10091,24/05/2020,Rajasthan,6742,2796,3786,160
10092,25/05/2020,Rajasthan,7028,3017,3848,163
10093,26/05/2020,Rajasthan,7300,3182,3951,167
10094,27/05/2020,Rajasthan,7536,3195,4171,170
10095,28/05/2020,Rajasthan,7703,3073,4457,173
10096,29/05/2020,Rajasthan,8067,3070,4817,180
10097,30/05/2020,Rajasthan,8365,2937,5244,184
10098,31/05/2020,Rajasthan,8617,2685,5739,193
10099,01/06/2020,Rajasthan,8831,2710,5927,194
10100,02/06/2020,Rajasthan,8980,2742,6040,198
10101,03/06/2020,Rajasthan,9373,2735,6435,203
10102,04/06/2020,Rajasthan,9652,2699,6744,209
10103,05/06/2020,Rajasthan,9862,2545,7104,213
10104,06/06/2020,Rajasthan,10084,2507,7359,218
10105,07/06/2020,Rajasthan,10331,2599,7501,231
10106,08/06/2020,Rajasthan,10599,2718,7641,240
10107,09/06/2020,Rajasthan,10763,2513,8004,246
10108,10/06/2020,Rajasthan,11245,2662,8328,255
10109,11/06/2020,Rajasthan,11600,2772,8569,259
10110,12/06/2020,Rajasthan,11838,2798,8775,265
10111,13/06/2020,Rajasthan,12068,2898,8898,272
10112,14/06/2020,Rajasthan,12401,2782,9337,282
10113,15/06/2020,Rajasthan,12694,2836,9566,292
10114,16/06/2020,Rajasthan,12981,2895,9785,301
10115,17/06/2020,Rajasthan,13216,3059,9849,308
10116,18/06/2020,Rajasthan,13542,2762,10467,313
10117,19/06/2020,Rajasthan,13857,2792,10742,323
10118,20/06/2020,Rajasthan,14156,2826,10997,333
10119,21/06/2020,Rajasthan,14536,2925,11274,337
10120,22/06/2020,Rajasthan,14930,2984,11597,349
10121,23/06/2020,Rajasthan,15232,2966,11910,356
10122,24/06/2020,Rajasthan,15627,3049,12213,365
10123,25/06/2020,Rajasthan,16009,3023,12611,375
10124,26/06/2020,Rajasthan,16296,3077,12840,379
10125,27/06/2020,Rajasthan,16660,3218,13062,380
10126,28/06/2020,Rajasthan,16944,3186,13367,391
10127,29/06/2020,Rajasthan,17271,3261,13611,399
10128,30/06/2020,Rajasthan,17660,3637,13618,405
10129,01/07/2020,Rajasthan,18014,3381,14220,413
10130,02/07/2020,Rajasthan,18312,3317,14574,421
10131,03/07/2020,Rajasthan,18662,3284,14948,430
10132,04/07/2020,Rajasthan,19052,3331,15281,440
10133,05/07/2020,Rajasthan,19532,3445,15640,447
10134,06/07/2020,Rajasthan,20164,3780,15928,456
10135,07/07/2020,Rajasthan,20688,3949,16278,461
10136,08/07/2020,Rajasthan,21404,4357,16575,472
10137,09/07/2020,Rajasthan,22063,4715,16866,482
10138,10/07/2020,Rajasthan,22563,5002,17070,491
10139,11/07/2020,Rajasthan,23174,5057,17620,497
10140,12/07/2020,Rajasthan,23748,5376,17869,503
10141,13/07/2020,Rajasthan,24392,5779,18103,510
10142,14/07/2020,Rajasthan,24936,5781,18630,525
10143,15/07/2020,Rajasthan,25571,5885,19161,525
10144,16/07/2020,Rajasthan,26437,6405,19502,530
10145,17/07/2020,Rajasthan,27174,6666,19970,538
10146,18/07/2020,Rajasthan,27789,6617,20626,546
10147,19/07/2020,Rajasthan,28500,6803,21144,553
10148,20/07/2020,Rajasthan,29434,7145,21730,559
10149,21/07/2020,Rajasthan,30390,7627,22195,568
10150,22/07/2020,Rajasthan,31373,8052,22744,577
10151,23/07/2020,Rajasthan,32334,8387,23364,583
10152,24/07/2020,Rajasthan,33220,8811,23815,594
10153,25/07/2020,Rajasthan,34178,9029,24547,602
10154,26/07/2020,Rajasthan,35298,9379,25306,613
10155,27/07/2020,Rajasthan,35909,9935,25353,621
10156,28/07/2020,Rajasthan,36878,10124,26123,631
10157,29/07/2020,Rajasthan,38514,10668,27202,644
10158,30/07/2020,Rajasthan,38964,10745,27569,650
10159,31/07/2020,Rajasthan,40145,11097,28385,663
10160,01/08/2020,Rajasthan,41298,11589,29035,674
10161,02/08/2020,Rajasthan,42646,11979,29977,690
10162,03/08/2020,Rajasthan,43804,12391,30710,703
10163,04/08/2020,Rajasthan,44975,12802,31458,715
10164,05/08/2020,Rajasthan,46679,13115,32832,732
10165,06/08/2020,Rajasthan,47272,12678,33849,745
10166,07/08/2020,Rajasthan,48996,13108,35131,757
10167,08/08/2020,Rajasthan,50157,13195,36195,767
10168,09/08/2020,Rajasthan,51328,13387,37163,778
10169,10/08/2020,Rajasthan,52497,13473,38235,789
10170,11/08/2020,Rajasthan,53670,13810,39060,800
10171,12/08/2020,Rajasthan,54887,13677,40399,811
10172,13/08/2020,Rajasthan,56100,13630,41648,822
10173,14/08/2020,Rajasthan,57414,14762,41819,833
10174,15/08/2020,Rajasthan,58692,13949,43897,846
10175,16/08/2020,Rajasthan,59979,13863,45254,862
10176,17/08/2020,Rajasthan,61296,13816,46604,876
10177,18/08/2020,Rajasthan,62630,14089,47654,887
10178,19/08/2020,Rajasthan,63977,14119,48960,898
10179,20/08/2020,Rajasthan,65289,14416,49963,910
10180,21/08/2020,Rajasthan,66619,14508,51190,921
10181,22/08/2020,Rajasthan,67954,14525,52496,933
10182,23/08/2020,Rajasthan,69264,14176,54144,944
10183,24/08/2020,Rajasthan,70609,14330,55324,955
10184,25/08/2020,Rajasthan,71955,14388,56600,967
10185,26/08/2020,Rajasthan,73325,14219,58126,980
10186,27/08/2020,Rajasthan,74670,14099,59579,992
10187,28/08/2020,Rajasthan,76015,14425,60585,1005
10188,29/08/2020,Rajasthan,77370,14320,62033,1017
10189,30/08/2020,Rajasthan,78777,14776,62971,1030
10190,31/08/2020,Rajasthan,80227,14091,65093,1043
10191,01/09/2020,Rajasthan,81693,13825,66812,1056
10192,02/09/2020,Rajasthan,83163,13970,68124,1069
10193,03/09/2020,Rajasthan,84674,12919,70674,1081
10194,04/09/2020,Rajasthan,86227,13912,71220,1095
10195,05/09/2020,Rajasthan,87797,14790,71899,1108
10196,06/09/2020,Rajasthan,89363,14996,73245,1122
10197,07/09/2020,Rajasthan,90956,14958,74861,1137
10198,08/09/2020,Rajasthan,92536,14958,76427,1151
10199,09/09/2020,Rajasthan,94126,15090,77872,1164
10200,10/09/2020,Rajasthan,95736,15108,79450,1178
10201,11/09/2020,Rajasthan,97376,15702,80482,1192
10202,12/09/2020,Rajasthan,99036,15859,81970,1207
10203,13/09/2020,Rajasthan,100705,16582,82902,1221
10204,14/09/2020,Rajasthan,102408,16654,84518,1236
10205,15/09/2020,Rajasthan,104138,16726,86162,1250
10206,16/09/2020,Rajasthan,105898,16761,87873,1264
10207,17/09/2020,Rajasthan,107680,17049,89352,1279
10208,18/09/2020,Rajasthan,109473,17495,90685,1293
10209,19/09/2020,Rajasthan,111290,17717,92265,1308
10210,20/09/2020,Rajasthan,113124,17997,93805,1322
10211,21/09/2020,Rajasthan,114989,18184,95469,1336
10212,22/09/2020,Rajasthan,116881,18245,97284,1352
10213,23/09/2020,Rajasthan,118793,18614,98812,1367
10214,24/09/2020,Rajasthan,120739,18992,100365,1382
10215,25/09/2020,Rajasthan,122720,18993,102330,1397
10216,26/09/2020,Rajasthan,124730,19030,104288,1412
10217,27/09/2020,Rajasthan,126775,19355,105994,1426
10218,28/09/2020,Rajasthan,128859,19700,107718,1441
10219,29/09/2020,Rajasthan,130971,20043,109472,1456
10220,30/09/2020,Rajasthan,133119,20376,111272,1471
10221,01/10/2020,Rajasthan,135292,20581,113225,1486
10222,02/10/2020,Rajasthan,137485,20807,115178,1500
10223,03/10/2020,Rajasthan,139696,20942,117238,1516
10224,04/10/2020,Rajasthan,141846,21075,119241,1530
10225,05/10/2020,Rajasthan,144030,21154,121331,1545
10226,06/10/2020,Rajasthan,146195,21215,123421,1559
10227,07/10/2020,Rajasthan,148316,21294,125448,1574
10228,08/10/2020,Rajasthan,150467,21351,127526,1590
10229,09/10/2020,Rajasthan,152605,21382,129618,1605
10230,10/10/2020,Rajasthan,154785,21398,131766,1621
10231,11/10/2020,Rajasthan,156908,21354,133918,1636
10232,12/10/2020,Rajasthan,159052,21412,135990,1650
10233,13/10/2020,Rajasthan,161184,21671,137848,1665
10234,14/10/2020,Rajasthan,163219,21924,139616,1679
10235,15/10/2020,Rajasthan,165240,21711,141835,1694
10236,16/10/2020,Rajasthan,167279,21587,143984,1708
10237,17/10/2020,Rajasthan,169289,21381,146185,1723
10238,18/10/2020,Rajasthan,171281,21255,148291,1735
10239,19/10/2020,Rajasthan,173266,21139,150379,1748
10240,20/10/2020,Rajasthan,175226,20893,152573,1760
10241,21/10/2020,Rajasthan,177123,20254,155095,1774
10242,22/10/2020,Rajasthan,178933,19185,157960,1788
10243,23/10/2020,Rajasthan,180755,18341,160614,1800
10244,24/10/2020,Rajasthan,182570,17775,162981,1814
10245,25/10/2020,Rajasthan,184422,17100,165496,1826
10246,26/10/2020,Rajasthan,186243,16668,167736,1839
10247,27/10/2020,Rajasthan,188048,16233,169962,1853
10248,28/10/2020,Rajasthan,189844,15949,172028,1867
10249,29/10/2020,Rajasthan,191629,15708,174044,1877
10250,30/10/2020,Rajasthan,193419,15554,175977,1888
10251,31/10/2020,Rajasthan,195213,15251,178064,1898
10252,01/11/2020,Rajasthan,196993,15102,179984,1907
10253,02/11/2020,Rajasthan,198747,15255,181575,1917
10254,03/11/2020,Rajasthan,200495,15889,182680,1926
10255,04/11/2020,Rajasthan,202220,16385,183899,1936
10256,05/11/2020,Rajasthan,203990,16323,185722,1945
10257,06/11/2020,Rajasthan,205800,16301,187544,1955
10258,07/11/2020,Rajasthan,207597,16277,189354,1966
10259,08/11/2020,Rajasthan,209438,16327,191132,1979
10260,09/11/2020,Rajasthan,211310,16376,192945,1989
10261,10/11/2020,Rajasthan,213169,16542,194629,1998
10262,11/11/2020,Rajasthan,215071,16725,196338,2008
10263,12/11/2020,Rajasthan,217151,16993,198139,2019
10264,13/11/2020,Rajasthan,219327,17352,199943,2032
10265,14/11/2020,Rajasthan,221471,17657,201770,2044
10266,15/11/2020,Rajasthan,223633,18053,203524,2056
10267,16/11/2020,Rajasthan,225817,18337,205414,2066
10268,17/11/2020,Rajasthan,227986,18684,207224,2078
10269,18/11/2020,Rajasthan,230180,19033,209058,2089
10270,19/11/2020,Rajasthan,232358,19478,210779,2101
10271,20/11/2020,Rajasthan,234907,20168,212623,2116
10272,21/11/2020,Rajasthan,237669,20923,214616,2130
10273,22/11/2020,Rajasthan,240676,21951,216579,2146
10274,23/11/2020,Rajasthan,243936,23190,218583,2163
10275,24/11/2020,Rajasthan,247168,24116,220871,2181
10276,25/11/2020,Rajasthan,250482,25197,223085,2200
10277,26/11/2020,Rajasthan,253767,26320,225229,2218
10278,27/11/2020,Rajasthan,256947,27302,227408,2237
10279,28/11/2020,Rajasthan,260040,28183,229602,2255
10280,29/11/2020,Rajasthan,262805,28751,231780,2274
10281,30/11/2020,Rajasthan,265386,28758,234336,2292
10282,01/12/2020,Rajasthan,268063,28653,237098,2312
10283,02/12/2020,Rajasthan,270410,27974,240105,2331
10284,03/12/2020,Rajasthan,272400,26710,243340,2350
10285,04/12/2020,Rajasthan,274486,25544,246572,2370
10286,05/12/2020,Rajasthan,276420,24318,249713,2389
10287,06/12/2020,Rajasthan,278496,23176,252911,2409
10288,07/12/2020,Rajasthan,280585,22427,255729,2429
10289,08/12/2020,Rajasthan,282512,21671,258393,2448
10290,09/12/2020,Rajasthan,284116,20875,260773,2468
10291,10/12/2020,Rajasthan,285627,19792,263350,2485
10292,11/12/2020,Rajasthan,287219,19030,265689,2500
10293,12/12/2020,Rajasthan,288692,17721,268457,2514
10294,13/12/2020,Rajasthan,289999,16821,270650,2528
10295,14/12/2020,Rajasthan,291289,16629,272118,2542
10296,15/12/2020,Rajasthan,292539,16200,273784,2555
10297,17/12/2020,Rajasthan,294831,14510,277743,2578
10298,18/12/2020,Rajasthan,295953,13647,279717,2589
10299,19/12/2020,Rajasthan,297029,13058,281372,2599
10300,20/12/2020,Rajasthan,298018,12779,282631,2608
10301,21/12/2020,Rajasthan,298996,12422,283957,2617
10302,22/12/2020,Rajasthan,299909,11961,285322,2626
10303,23/12/2020,Rajasthan,300716,11601,286481,2634
10304,24/12/2020,Rajasthan,301708,11648,287418,2642
10305,25/12/2020,Rajasthan,302709,11671,288388,2650
10306,26/12/2020,Rajasthan,303732,11700,289375,2657
10307,27/12/2020,Rajasthan,304517,11488,290365,2664
10308,28/12/2020,Rajasthan,305360,11157,291533,2670
10309,29/12/2020,Rajasthan,306158,10742,292739,2677
10310,30/12/2020,Rajasthan,306784,10213,293888,2683
10311,31/12/2020,Rajasthan,307554,9835,295030,2689
10312,03/01/2021,Rajasthan,309319,8795,297819,2705
10313,04/01/2021,Rajasthan,309821,8491,298620,2710
10314,05/01/2021,Rajasthan,310278,8189,299375,2714
10315,06/01/2021,Rajasthan,310675,7830,300126,2719
10316,07/01/2021,Rajasthan,311111,7698,300690,2723
10317,08/01/2021,Rajasthan,311620,7468,301425,2727
10318,09/01/2021,Rajasthan,312091,7402,301962,2727
10319,10/01/2021,Rajasthan,312521,6730,303060,2731
10320,11/01/2021,Rajasthan,312996,6726,303536,2734
10321,12/01/2021,Rajasthan,313425,6585,304104,2736
10322,13/01/2021,Rajasthan,313718,6200,304779,2739
10323,14/01/2021,Rajasthan,314091,5780,305569,2742
10324,15/01/2021,Rajasthan,314372,5675,305953,2744
10325,16/01/2021,Rajasthan,314682,5608,306330,2744
10326,17/01/2021,Rajasthan,314920,5286,306888,2746
10327,18/01/2021,Rajasthan,315181,5050,307384,2747
10328,19/01/2021,Rajasthan,315394,4634,308010,2750
10329,20/01/2021,Rajasthan,315603,4304,308547,2752
10330,21/01/2021,Rajasthan,315816,4077,308985,2754
10331,22/01/2021,Rajasthan,316081,3934,309391,2756
10332,23/01/2021,Rajasthan,316282,3719,309807,2756
10333,24/01/2021,Rajasthan,316485,3448,310279,2758
10334,25/01/2021,Rajasthan,316652,3147,310747,2758
10335,27/01/2021,Rajasthan,316970,2836,311374,2760
10336,28/01/2021,Rajasthan,317104,2664,311679,2761
10337,29/01/2021,Rajasthan,317189,2559,311867,2763
10338,30/01/2021,Rajasthan,317292,2395,312132,2765
10339,31/01/2021,Rajasthan,317396,2260,312370,2766
10340,01/02/2021,Rajasthan,317491,2161,312564,2766
10341,02/02/2021,Rajasthan,317587,1948,312873,2766
10342,03/02/2021,Rajasthan,317674,1798,313108,2768
10343,04/02/2021,Rajasthan,317766,1692,313304,2770
10344,05/02/2021,Rajasthan,317905,1638,313496,2771
10345,06/02/2021,Rajasthan,318021,1581,313669,2771
10346,07/02/2021,Rajasthan,318118,1527,313819,2772
10347,08/02/2021,Rajasthan,318193,1464,313957,2772
10348,09/02/2021,Rajasthan,318294,1470,314050,2774
10349,10/02/2021,Rajasthan,318384,1435,314175,2774
10350,11/02/2021,Rajasthan,318491,1450,314264,2777
10351,12/02/2021,Rajasthan,318602,1385,314438,2779
10352,13/02/2021,Rajasthan,318710,1407,314523,2780
10353,14/02/2021,Rajasthan,318820,1409,314630,2781
10354,15/02/2021,Rajasthan,318923,1409,314733,2781
10355,16/02/2021,Rajasthan,319005,1365,314859,2781
10356,17/02/2021,Rajasthan,319065,1257,315027,2781
10357,18/02/2021,Rajasthan,319166,1249,315135,2782
10358,19/02/2021,Rajasthan,319270,1275,315212,2783
10359,20/02/2021,Rajasthan,319363,1269,315310,2784
10360,21/02/2021,Rajasthan,319461,1300,315376,2785
10361,22/02/2021,Rajasthan,319543,1245,315513,2785
10362,23/02/2021,Rajasthan,319626,1206,315635,2785
10363,24/02/2021,Rajasthan,319702,1195,315722,2785
10364,25/02/2021,Rajasthan,319801,1204,315812,2785
10365,26/02/2021,Rajasthan,319929,1208,315936,2785
10366,27/02/2021,Rajasthan,320078,1231,316061,2786
10367,01/03/2021,Rajasthan,320336,1308,316241,2787
